"Gender","Ethnicity","EEO4 Description","EEOP Job Group Description","Department  ","EEO Function","Age","Employment Status"
"Female","Asian","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","50-59","Classified Permanent"
"Female","Asian","Professionals","Officials and Adminstrators","TECHNOLOGY SVCS & SOLUTIONS","Financial Administration","50-59","Classified Probationary"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","40-49","Classified Permanent"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","VALLEY HEALTH PLAN","Health","30-39","Classified Permanent"
"Female","Not Specified","Professionals","Professionals","PARKS & RECREATION","Natural Resources","60-69","Classified Permanent"
"Male","White","Professionals","Professionals","ROADS DEPARTMENT","Streets and Highways","30-39","Classified Permanent"
"Female","Hispanic/Latino","Paraprofessionals","Technicians","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","50-59","Classified Permanent"
"Female","White","Technicians","Professionals","VALLEY HEALTH PLAN","Health","30-39","Classified Permanent"
"Female","Asian","Paraprofessionals","Technicians","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Classified Permanent"
"Female","Black/African American","Paraprofessionals","Technicians","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Classified Permanent"
"Female","Asian","Paraprofessionals","Technicians","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Classified Permanent"
"Female","Two or More Races","Administrative Support","Administrative Support","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Classified Permanent"
"Male","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Classified Permanent"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","50-59","Classified Permanent"
"Male","Asian","Service Maintenance","Service Maintenance","BEHAVIORAL HEALTH SERVICES","Health","50-59","Classified Permanent"
"Female","Asian","Administrative Support","Administrative Support","BEHAVIORAL HEALTH SERVICES","Health","40-49","Classified Permanent"
"Female","Not Specified","Service Maintenance","Service Maintenance","BEHAVIORAL HEALTH SERVICES","Health","40-49","Unclassified Extra Help"
"Female","White","Administrative Support","Administrative Support","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","60-69","Classified Permanent"
"Male","White","Professionals","Professionals","DISTRICT ATTORNEY","Financial Administration","30-39","Classified Permanent"
"Male","White","Professionals","Professionals","DISTRICT ATTORNEY","Financial Administration","30-39","Classified Permanent"
"Female","Black/African American","Professionals","Professionals","DISTRICT ATTORNEY","Financial Administration","30-39","Classified Probationary"
"Female","Two or More Races","Professionals","Professionals","SOCIAL SERVICES AGENCY","Public Welfare","30-39","Classified Permanent"
"Male","Asian","Paraprofessionals","Technicians","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Classified Permanent"
"Female","Two or More Races","Administrative Support","Administrative Support","REGISTRAR OF VOTERS","Other","60-69","Classified Permanent"
"Male","Hispanic/Latino","Professionals","Professionals","ROADS DEPARTMENT","Streets and Highways","40-49","Classified Permanent"
"Male","White","Professionals","Professionals","COUNTY COUNSEL","Financial Administration","50-59","Classified Permanent"
"Female","Black/African American","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","60-69","Classified Permanent"
"Female","Hispanic/Latino","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Classified Permanent"
"Female","Not Specified","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","60-69","Classified Permanent"
"Female","Not Specified","Paraprofessionals","Technicians","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","60-69","Classified Permanent"
"Male","Asian","Paraprofessionals","Technicians","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Classified Permanent"
"Female","White","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Classified Permanent"
"Female","White","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Classified Permanent"
"Male","Hispanic/Latino","Service Maintenance","Administrative Support","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","60-69","Classified Permanent"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Classified Permanent"
"Female","Hispanic/Latino","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Classified Permanent"
"Female","Hispanic/Latino","Professionals","Professionals","SOCIAL SERVICES AGENCY","Public Welfare","30-39","Classified Permanent"
"Female","Hispanic/Latino","Professionals","Professionals","SOCIAL SERVICES AGENCY","Public Welfare","40-49","Classified Permanent"
"Female","Asian","Professionals","Professionals","SOCIAL SERVICES AGENCY","Public Welfare","40-49","Classified Permanent"
"Male","Hispanic/Latino","Professionals","Professionals","SOCIAL SERVICES AGENCY","Public Welfare","30-39","Classified Permanent"
"Female","Asian","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","60-69","Classified Permanent"
"Male","White","Professionals","Professionals","COUNTY COUNSEL","Financial Administration","40-49","Classified Permanent"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Classified Permanent"
"Female","Asian","Service Maintenance","Service Maintenance","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Classified Permanent"
"Male","Asian","Technicians","Professionals","TECHNOLOGY SVCS & SOLUTIONS","Financial Administration","60-69","Classified Permanent"
"Male","Asian","Protective Service Workers","Protective Services - Sworn","PROBATION DEPARTMENT","Corrections","40-49","Classified Permanent"
"Male","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","50-59","Classified Permanent"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Unclassified Benefits"
"Female","Asian","Administrative Support","Administrative Support","PUBLIC DEFENDER","Financial Administration","30-39","Classified Permanent"
"Male","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Classified Permanent"
"Female","Not Specified","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","60-69","Classified Permanent"
"Male","Not Specified","Professionals","Professionals","SOCIAL SERVICES AGENCY","Public Welfare","40-49","Classified Permanent"
"Female","White","Professionals","Professionals","PROBATION DEPARTMENT","Corrections","60-69","Classified Permanent"
"Female","Hispanic/Latino","Service Maintenance","Service Maintenance","SHO - CUSTODY BUREAU","Corrections","40-49","Classified Permanent"
"Female","White","Service Maintenance","Service Maintenance","SHO - CUSTODY BUREAU","Corrections","30-39","Classified Permanent"
"Female","White","Professionals","Professionals","CUSTODY HEALTH SERVICES","Health","30-39","Unclassified Extra Help"
"Male","Hispanic/Latino","Service Maintenance","Skilled Craft","ROADS DEPARTMENT","Streets and Highways","40-49","Classified Permanent"
"Female","Two or More Races","Administrative Support","Administrative Support","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Classified Permanent"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","60-69","Unclassified Benefits"
"Female","White","Professionals","Professionals","PUBLIC HEALTH DEPARTMENT","Health","50-59","Classified Permanent"
"Female","Asian","Administrative Support","Administrative Support","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","60-69","Classified Permanent"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SHERIFF'S OFFICE","Police Protection","30-39","Classified Permanent"
